theIndex,GeocoderAddress,GeocoderCountry,GeocoderState,GeocoderCity,GeocoderX,GeocoderY,CityCountyScale,Url,Date
32809,"Massachusetts, United States",United States,Massachusetts,,-72.032366,42.3788774,False,http://twitter.com/CNS_UMass/statuses/896081346958737408,2017-08-11 18:50:16
32883,"Chautauqua County, New York, United States",United States,New York,,-79.421728,42.2894671,True,http://twitter.com/Jud_Reid/statuses/895110971290791936,2017-08-09 02:34:20
32921,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/wiscontext/statuses/894661562706927617,2017-08-07 20:48:33
32977,"Hampshire County, Massachusetts, United States",United States,Massachusetts,,-72.6213339,42.3432499,True,http://twitter.com/ConnGardener/statuses/893916476847136768,2017-08-05 19:27:50
33021,"Alliston, Kings County, Prince Edward Island, Canada",Canada,Prince Edward Island,,-62.62522891,46.0544878,True,http://twitter.com/karen4growers/statuses/893606110527205376,2017-08-04 22:54:33
33445,"Pembina County, North Dakota, United States",United States,North Dakota,,-97.5532833,48.7530787,True,http://twitter.com/rrfn/statuses/892355545021263872,2017-08-01 12:05:15
33461,"North Dakota, United States",United States,North Dakota,,-100.540737,47.6201461,False,http://twitter.com/spudology/statuses/892083304463310848,2017-07-31 18:03:28
33461,"Pembina County, North Dakota, United States",United States,North Dakota,,-97.5532833,48.7530787,True,http://twitter.com/spudology/statuses/892083304463310848,2017-07-31 18:03:28
33480,Brasil,Brasil,,,-53.2,-10.3333333,False,http://twitter.com/Assist_consult/statuses/891591857456775168,2017-07-30 09:30:38
33492,"New York, United States",United States,New York,,-75.8449946,43.1561681,False,http://twitter.com/ChristineSmart6/statuses/891247596077027328,2017-07-29 10:42:40
33499,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/ajanegevens/statuses/890976399611351040,2017-07-28 16:45:01
33499,"Waukesha County, Wisconsin, United States",United States,Wisconsin,,-88.3123889,43.0622536,True,http://twitter.com/ajanegevens/statuses/890976399611351040,2017-07-28 16:45:01
33501,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/UWPDDC/statuses/890940340873703425,2017-07-28 14:21:44
33513,"North Dakota, United States",United States,North Dakota,,-100.540737,47.6201461,False,http://twitter.com/spudology/statuses/890754528705904640,2017-07-28 02:03:23
33513,"Pembina County, North Dakota, United States",United States,North Dakota,,-97.5532833,48.7530787,True,http://twitter.com/spudology/statuses/890754528705904640,2017-07-28 02:03:23
33667,"Saint Joseph County, Michigan, United States",United States,Michigan,,-85.5356726,41.9031963,True,http://twitter.com/SyngentaUS/statuses/885613590803296256,2017-07-13 21:35:08
33680,"Transylvania County, North Carolina, United States",United States,North Carolina,,-82.7724889,35.1982216,True,http://twitter.com/OGSNC/statuses/885159334380015616,2017-07-12 15:30:05
33680,"Asheville, Buncombe County, North Carolina, United States",United States,North Carolina,Asheville,-82.5528478,35.595076,True,http://twitter.com/OGSNC/statuses/885159334380015616,2017-07-12 15:30:05
33751,"བུམ་ཐང་རྫོང་ཁག་, འབྲུགཡུལ་",འབྲུགཡུལ་,བུམ་ཐང་རྫོང་ཁག་,,90.76974353,27.70791325,False,http://twitter.com/BBSBhutan/statuses/882932524497895424,2017-07-06 12:01:32
33859,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/burleygirl07/statuses/880126634115964931,2017-06-28 18:11:56
33859,"Henderson County, North Carolina, United States",United States,North Carolina,,-82.4663918,35.3389062,True,http://twitter.com/burleygirl07/statuses/880126634115964931,2017-06-28 18:11:56
33876,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/gopamnc/statuses/879721035398078464,2017-06-27 15:20:13
33876,"Henderson County, North Carolina, United States",United States,North Carolina,,-82.4663918,35.3389062,True,http://twitter.com/gopamnc/statuses/879721035398078464,2017-06-27 15:20:13
34022,འབྲུགཡུལ་,འབྲུགཡུལ་,,,90.5119273,27.549511,False,http://twitter.com/CHMMNews/statuses/876871343941091329,2017-06-19 18:36:34
34024,འབྲུགཡུལ་,འབྲུགཡུལ་,,,90.5119273,27.549511,False,http://twitter.com/ProMED_mail/statuses/876855828690632704,2017-06-19 17:34:55
34192,"Kyapcha Dzong, Dokharchhu_Rimtekha, སྐྱབས་ཆ་ Chaapchha Gewog, ཆུ་ཁ་རྫོང་ཁག་, འབྲུགཡུལ་",འབྲུགཡུལ་,ཆུ་ཁ་རྫོང་ཁག་,Dokharchhu_Rimtekha,89.5310852,27.1947138,True,http://twitter.com/KuenselOnline/statuses/873457520295071744,2017-06-10 08:31:15
34697,United States,United States,,,-100.445882,39.7837304,False,http://twitter.com/fayeritchie/statuses/864045247319461890,2017-05-15 09:10:14
35293,India,India,,,78.6677428,22.3511148,False,http://twitter.com/BS_PP/statuses/844498929165254657,2017-03-22 10:40:09
35641,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/2blades/statuses/838855496144732169,2017-03-06 20:55:10
36764,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/ProMED_mail/statuses/829743067913666560,2017-02-09 17:25:37
36803,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/2blades/statuses/829064239423823873,2017-02-07 20:28:12
36968,"আদিতমারী, আদিতমারী উপজেলা, লালমনিরহাট জেলা, রংপুর বিভাগ, 5510, বাংলাদেশ",বাংলাদেশ,রংপুর বিভাগ,,89.350972,25.9222534,True,http://twitter.com/NusratJahanJeni/statuses/822896790206906372,2017-01-21 20:00:58
37088,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/LiveEdges/statuses/820821402362249218,2017-01-16 02:34:07
37089,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/CHMMNews/statuses/820820895161729024,2017-01-16 02:32:06
37090,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/ProMED_mail/statuses/820805291252051968,2017-01-16 01:30:05
37486,Africa,,,,17.7578122,11.5024338,False,http://twitter.com/EmphasisProject/statuses/808297872567496704,2016-12-12 13:10:04
37570,Uganda,Uganda,,,32.2166578,1.5333554,False,http://twitter.com/VictoriaMbigidd/statuses/804599850830536705,2016-12-02 08:15:27
38369,"Alberta, Canada",Canada,Alberta,,-115.002136,55.001251,False,http://twitter.com/ABFarmerExpress/statuses/776495752155582464,2016-09-15 18:59:48
38564,"Buncombe County, North Carolina, United States",United States,North Carolina,,-82.5255603,35.6292222,True,http://twitter.com/ncce_news/statuses/770354128421789696,2016-08-29 20:15:11
38599,United States,United States,,,-100.445882,39.7837304,False,http://twitter.com/2blades/statuses/769568110923972609,2016-08-27 16:11:50
38610,"Buncombe County, North Carolina, United States",United States,North Carolina,,-82.5255603,35.6292222,True,http://twitter.com/PestGeekPodcast/statuses/769176837952008192,2016-08-26 14:17:03
38610,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/PestGeekPodcast/statuses/769176837952008192,2016-08-26 14:17:03
38611,"Buncombe County, North Carolina, United States",United States,North Carolina,,-82.5255603,35.6292222,True,http://twitter.com/QuesadaLabNCSU/statuses/769163731322408960,2016-08-26 13:24:58
38611,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/QuesadaLabNCSU/statuses/769163731322408960,2016-08-26 13:24:58
38620,"Pembina County, North Dakota, United States",United States,North Dakota,,-97.5532833,48.7530787,True,http://twitter.com/AgweekMagazine/statuses/768972616329756672,2016-08-26 00:45:33
38624,"North Dakota, United States",United States,North Dakota,,-100.540737,47.6201461,False,http://twitter.com/FarmRanchUpdate/statuses/768945390049636353,2016-08-25 22:57:21
38649,"Virginia, United States",United States,Virginia,,-78.4927721,37.1232245,False,http://twitter.com/FruitVegitables/statuses/768564047339982849,2016-08-24 21:42:02
38669,"North Dakota, United States",United States,North Dakota,,-100.540737,47.6201461,False,http://twitter.com/spudology/statuses/768196085307346945,2016-08-23 21:19:53
38669,"Pembina County, North Dakota, United States",United States,North Dakota,,-97.5532833,48.7530787,True,http://twitter.com/spudology/statuses/768196085307346945,2016-08-23 21:19:53
38943,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/glenspen/statuses/764656167603666944,2016-08-14 02:53:31
38961,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/MBCooperator/statuses/764212415781187584,2016-08-12 21:30:12
39401,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/ajanegevens/statuses/756549971705524228,2016-07-22 18:02:23
39536,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/RealAg_Kelvin/statuses/755103831633989632,2016-07-18 18:15:57
39594,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/LauraVanEerd/statuses/753014106165248000,2016-07-12 23:52:07
39594,"Battle Creek, Calhoun County, Michigan, United States",United States,Michigan,Battle Creek,-85.1824269,42.3192548,True,http://twitter.com/LauraVanEerd/statuses/753014106165248000,2016-07-12 23:52:07
39631,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/postframepro/statuses/751667547011821568,2016-07-09 06:41:23
40212,Chile,Chile,,,-71.3187697,-31.7613365,False,http://twitter.com/Argenpapa/statuses/739617644140232705,2016-06-06 00:39:22
40247,Uganda,Uganda,,,32.2166578,1.5333554,False,http://twitter.com/LiveEdges/statuses/738520339379040258,2016-06-02 23:59:04
40248,Uganda,Uganda,,,32.2166578,1.5333554,False,http://twitter.com/CHMMNews/statuses/738519590234411008,2016-06-02 23:56:05
40251,Uganda,Uganda,,,32.2166578,1.5333554,False,http://twitter.com/ProMED_mail/statuses/738498952534712320,2016-06-02 22:34:05
40409,"Garrett County, Maryland, United States",United States,Maryland,,-79.2496976,39.544087,True,http://twitter.com/KathryneEverts/statuses/733447683369762817,2016-05-20 00:02:09
41064,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/2blades/statuses/722079744603193349,2016-04-18 15:10:01
41090,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/wpdeabc15/statuses/721122902779805696,2016-04-15 23:47:52
41117,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/PestGeekPodcast/statuses/720586616977367040,2016-04-14 12:16:51
41125,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/GardenLifeCoach/statuses/720560316543664128,2016-04-14 10:32:21
41128,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/foxcarolinanews/statuses/720543328505241600,2016-04-14 09:24:51
41130,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/DalKalsi1/statuses/720535988641087488,2016-04-14 08:55:41
41163,"South Carolina, United States",United States,South Carolina,,-80.4363743,33.6874388,False,http://twitter.com/QuesadaLabNCSU/statuses/720299912089481216,2016-04-13 17:17:36
42707,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/raqooq5/statuses/691347230737985536,2016-01-24 19:49:59
42707,"রংপুর বিভাগ, বাংলাদেশ",বাংলাদেশ,রংপুর বিভাগ,,89.0826381,25.6376135,False,http://twitter.com/raqooq5/statuses/691347230737985536,2016-01-24 19:49:59
42740,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/raqooq5/statuses/690185961209253889,2016-01-21 14:55:30
42748,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/ProMED_mail/statuses/690136246430126080,2016-01-21 11:37:57
42749,বাংলাদেশ,বাংলাদেশ,,,90.2934413,24.4769288,False,http://twitter.com/CHMMNews/statuses/690134594025316352,2016-01-21 11:31:23
43609,Australia,Australia,,,134.755,-24.7761086,False,http://twitter.com/PotatoPro/statuses/688908411501584384,2016-01-18 02:18:59
45168,"Rappahannock County, Virginia, United States",United States,Virginia,,-78.1495818,38.6926326,True,http://twitter.com/Hesham_Abdou1/statuses/680359287965761536,2015-12-25 12:07:49
46297,India,India,,,78.6677428,22.3511148,False,http://twitter.com/indian24news/statuses/675531697052516352,2015-12-12 04:24:42
48586,"Inía, Vicuña, Provincia de Elqui, Región de Coquimbo, 1760000, Chile",Chile,Región de Coquimbo,,-70.6971047,-30.0394031,True,http://twitter.com/dj_rochamix/statuses/667048515131056129,2015-11-18 18:35:33
54813,Chile,Chile,,,-71.3187697,-31.7613365,False,http://twitter.com/Argenpapa/statuses/649184466972356608,2015-09-30 11:30:12
54887,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/AgInstitute/statuses/644245625542938624,2015-09-16 20:25:01
54897,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/MBCooperator/statuses/644153164040638464,2015-09-16 14:17:36
54911,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/MBCooperator/statuses/643900332179763200,2015-09-15 21:32:56
54913,"Manitoba, Canada",Canada,Manitoba,,-97.001038,55.001251,False,http://twitter.com/TopCropMag/statuses/643891875141685248,2015-09-15 20:59:20
55037,"Ontario, Canada",Canada,Ontario,,-86.000977,50.000678,False,http://twitter.com/RuralLiv/statuses/642026188899225601,2015-09-10 17:25:46
55037,Canada,Canada,,,-107.991707,61.0666922,False,http://twitter.com/RuralLiv/statuses/642026188899225601,2015-09-10 17:25:46
55080,Canada,Canada,,,-107.991707,61.0666922,False,http://twitter.com/hortidaily/statuses/641808341530861569,2015-09-10 03:00:07
55085,"Essex County, Southwestern Ontario, Ontario, Canada",Canada,Ontario,,-82.7120106,42.2354142,True,http://twitter.com/agromartgroup/statuses/641753594400784385,2015-09-09 23:22:34
55117,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/lramseth/statuses/641640132043378688,2015-09-09 15:51:43
55158,India,India,,,78.6677428,22.3511148,False,http://twitter.com/KamounLab/statuses/641508011610144769,2015-09-09 07:06:43
55660,中国,中国,,,104.999927,35.000074,False,http://twitter.com/PVanderZaag/statuses/634179619466383360,2015-08-20 01:46:18
55682,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/PotatoPro/statuses/633488423584727040,2015-08-18 03:59:44
55687,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/shaldarr01/statuses/633409786701213697,2015-08-17 22:47:15
55688,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/idaho_oa/statuses/633407450524200960,2015-08-17 22:37:59
55739,"Montcalm County, Michigan, United States",United States,Michigan,,-85.112198,43.3055418,True,http://twitter.com/elisabethwaldon/statuses/630734567738114048,2015-08-10 13:36:54
55748,"Montcalm County, Michigan, United States",United States,Michigan,,-85.112198,43.3055418,True,http://twitter.com/pivorovichvale1/statuses/630570975764082688,2015-08-10 02:46:50
56326,"Somerset County, Pennsylvania, United States",United States,Pennsylvania,,-79.0415528,39.9980022,True,http://twitter.com/FruitVegitables/statuses/629316511535132672,2015-08-06 15:42:03
56398,"Wellington County, Southwestern Ontario, Ontario, Canada",Canada,Ontario,,-80.4614994,43.7590121,True,http://twitter.com/onhortcrops/statuses/626779633493614592,2015-07-30 15:41:24
56405,"Wellington County, Southwestern Ontario, Ontario, Canada",Canada,Ontario,,-80.4614994,43.7590121,True,http://twitter.com/ontariotomato/statuses/626752214942523392,2015-07-30 13:52:27
56406,"Buncombe County, North Carolina, United States",United States,North Carolina,,-82.5255603,35.6292222,True,http://twitter.com/RoseCottonRepor/statuses/626743625846685696,2015-07-30 13:18:19
56406,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/RoseCottonRepor/statuses/626743625846685696,2015-07-30 13:18:19
56407,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/BRNAgNews_NH/statuses/626709290192142336,2015-07-30 11:01:53
56421,"Indiana, United States",United States,Indiana,,-86.1746933,40.3270127,False,http://twitter.com/ajanegevens/statuses/626594910536380416,2015-07-30 03:27:22
56423,"LaGrange County, Indiana, United States",United States,Indiana,,-85.4216948,41.6372578,True,http://twitter.com/SpudmanMag/statuses/626534943598850048,2015-07-29 23:29:05
56425,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/brownfield/statuses/626476672515244032,2015-07-29 19:37:32
56437,"Indiana, United States",United States,Indiana,,-86.1746933,40.3270127,False,http://twitter.com/Lockwood_Mfg/statuses/626084196663095296,2015-07-28 17:37:59
56485,"Ohio, United States",United States,Ohio,,-82.6881395,40.2253569,False,http://twitter.com/GoCossa/statuses/625261364475527168,2015-07-26 11:08:20
56521,"Elgin County, Southwestern Ontario, Ontario, Canada",Canada,Ontario,,-81.3660384,42.7269522,True,http://twitter.com/ontariotomato/statuses/623504899389673472,2015-07-21 14:48:46
56535,"New Jersey, United States",United States,New Jersey,,-74.4041622,40.0757384,False,http://twitter.com/chunkysirloin/statuses/622987085998329856,2015-07-20 04:31:10
56553,"Orangeville, Dufferin County, Central Ontario, Ontario, Canada",Canada,Ontario,,-80.0973754,43.9193171,True,http://twitter.com/CHC_CCH/statuses/621341428556414980,2015-07-15 15:31:55
56553,"Essex County, Southwestern Ontario, Ontario, Canada",Canada,Ontario,,-82.7120106,42.2354142,True,http://twitter.com/CHC_CCH/statuses/621341428556414980,2015-07-15 15:31:55
56564,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/WIFarmStewards/statuses/620970150615994368,2015-07-14 14:56:35
56565,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/WIFarmStewards/statuses/620970124799901696,2015-07-14 14:56:29
56573,"Orangeville, Dufferin County, Central Ontario, Ontario, Canada",Canada,Ontario,,-80.0973754,43.9193171,True,http://twitter.com/ontariotomato/statuses/620921165733842944,2015-07-14 11:41:56
56573,"Essex County, Southwestern Ontario, Ontario, Canada",Canada,Ontario,,-82.7120106,42.2354142,True,http://twitter.com/ontariotomato/statuses/620921165733842944,2015-07-14 11:41:56
56575,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/GrowSmallFarms/statuses/620801891782512641,2015-07-14 03:47:59
56602,"Ontario, Canada",Canada,Ontario,,-86.000977,50.000678,False,http://twitter.com/TopCropMag/statuses/619549746537984000,2015-07-10 16:52:24
56626,"Beltsville, Prince George's County, Maryland, 20705, United States",United States,Maryland,,-76.92718506,39.0397735,True,http://twitter.com/KathryneEverts/statuses/618854093038206977,2015-07-08 18:48:08
56662,"Livingston County, New York, United States",United States,New York,,-77.7781416,42.7360902,True,http://twitter.com/DTelenko/statuses/616640558170308608,2015-07-02 16:12:20
56662,"New York, United States",United States,New York,,-75.8449946,43.1561681,False,http://twitter.com/DTelenko/statuses/616640558170308608,2015-07-02 16:12:20
56664,"Livingston County, New York, United States",United States,New York,,-77.7781416,42.7360902,True,http://twitter.com/ontariotomato/statuses/616635666571640832,2015-07-02 15:52:54
56687,India,India,,,78.6677428,22.3511148,False,http://twitter.com/whysoserious89/statuses/615912045582512128,2015-06-30 15:57:29
56702,"Adams County, Wisconsin, United States",United States,Wisconsin,,-89.7836456,43.9462246,True,http://twitter.com/SpudmanMag/statuses/615534129849978880,2015-06-29 14:55:47
56865,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/RoseCottonRepor/statuses/609334952786669569,2015-06-12 12:22:28
56936,"Alberta, Canada",Canada,Alberta,,-115.002136,55.001251,False,http://twitter.com/ABFarmerExpress/statuses/606191614147457024,2015-06-03 20:11:57
57407,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/millerresearch/statuses/587633203462176768,2015-04-13 15:07:28
57956,España,España,,,-4.8379791,39.3260685,False,http://twitter.com/redepapa/statuses/581062018586804224,2015-03-26 11:55:55
58157,"Saint Johns County, Florida, United States",United States,Florida,,-81.4145468,29.9032284,True,http://twitter.com/StJohnsPlantDr/statuses/578935885904932864,2015-03-20 15:07:25
58173,España,España,,,-4.8379791,39.3260685,False,http://twitter.com/ProMED_mail/statuses/578035363043635202,2015-03-18 03:29:04
59188,Ōu,,,,10.0,51.0,False,http://twitter.com/MEMF_blog/statuses/552133690172530690,2015-01-05 16:05:04
59277,Africa,,,,17.7578122,11.5024338,False,http://twitter.com/markahubbard/statuses/543074834876338176,2014-12-11 16:08:25
59688,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/MSUAgBio/statuses/510140036390854658,2014-09-11 18:57:17
59716,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/DetroitFreePrez/statuses/509802514724560896,2014-09-10 20:36:05
59785,"Alberta, Canada",Canada,Alberta,,-115.002136,55.001251,False,http://twitter.com/AlbertaAg/statuses/507943849441116161,2014-09-05 17:30:25
59831,"Prince Edward Island, Canada",Canada,Prince Edward Island,,-63.59541097,46.5036807,False,http://twitter.com/LogManMaritimes/statuses/507323913266008064,2014-09-04 00:27:01
59863,"Saskatchewan, Canada",Canada,Saskatchewan,,-106.1412243,55.5321257,False,http://twitter.com/saskatoonbuzz/statuses/505507509012938752,2014-08-30 00:09:16
59870,"Saskatchewan, Canada",Canada,Saskatchewan,,-106.1412243,55.5321257,False,http://twitter.com/CKOMNews/statuses/505412763435683840,2014-08-29 17:52:47
59890,Canada,Canada,,,-107.991707,61.0666922,False,http://twitter.com/Canada_News_/statuses/505165480156758016,2014-08-29 01:30:10
59905,France,France,,,1.8883335,46.603354,False,http://twitter.com/ConchitaCano/statuses/505106437220360193,2014-08-28 21:35:33
59908,France,France,,,1.8883335,46.603354,False,http://twitter.com/ConchitaCano/statuses/505094959314501632,2014-08-28 20:49:57
59910,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/wwmtnews/statuses/505058244981960705,2014-08-28 18:24:03
59914,"Alberta, Canada",Canada,Alberta,,-115.002136,55.001251,False,http://twitter.com/AlbertaAg/statuses/505029435708678144,2014-08-28 16:29:35
59916,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/VGN_News/statuses/504991476397256704,2014-08-28 13:58:44
59927,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/MichiganWest/statuses/504974799756857344,2014-08-28 12:52:28
59932,"Michigan, United States",United States,Michigan,,-84.6824346,43.6211955,False,http://twitter.com/KnobbysAcres/statuses/504797271922593792,2014-08-28 01:07:02
59932,"Allegan County, Michigan, United States",United States,Michigan,,-85.8861492,42.5867203,True,http://twitter.com/KnobbysAcres/statuses/504797271922593792,2014-08-28 01:07:02
59951,"Litchfield County, Northwest Hills Planning Region, Connecticut, United States",United States,Connecticut,,-73.25978105,41.7587013,True,http://twitter.com/ConnGardener/statuses/504271801514733568,2014-08-26 14:19:01
59990,"Bannock County, Idaho, United States",United States,Idaho,,-112.2506044,42.6936188,True,http://twitter.com/BlindBatNews/statuses/501638198137585664,2014-08-19 07:54:01
59990,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/BlindBatNews/statuses/501638198137585664,2014-08-19 07:54:01
59995,"Idaho, United States",United States,Idaho,,-114.015407,43.6447642,False,http://twitter.com/AgriGated/statuses/501399494744080384,2014-08-18 16:05:29
60006,"Bingham County, Idaho, United States",United States,Idaho,,-112.3598354,43.1881598,True,http://twitter.com/MwambiTimo/statuses/500269062295785476,2014-08-15 13:13:33
60006,United States,United States,,,-100.445882,39.7837304,False,http://twitter.com/MwambiTimo/statuses/500269062295785476,2014-08-15 13:13:33
60015,"Virginia, United States",United States,Virginia,,-78.4927721,37.1232245,False,http://twitter.com/southernipm/statuses/500002742354857985,2014-08-14 19:35:18
60017,"Bingham County, Idaho, United States",United States,Idaho,,-112.3598354,43.1881598,True,http://twitter.com/localnews8/statuses/499992995538538496,2014-08-14 18:56:34
60029,"Marion, Town of Marion, Wayne County, New York, United States",United States,New York,,-77.189147,43.143397,True,http://twitter.com/CornellCALS/statuses/499624251432128513,2014-08-13 18:31:18
60029,"New York, United States",United States,New York,,-75.8449946,43.1561681,False,http://twitter.com/CornellCALS/statuses/499624251432128513,2014-08-13 18:31:18
60033,"Ontario, Canada",Canada,Ontario,,-86.000977,50.000678,False,http://twitter.com/AgriMedia/statuses/498884555479068672,2014-08-11 17:32:01
60035,"Ontario, Canada",Canada,Ontario,,-86.000977,50.000678,False,http://twitter.com/onhortcrops/statuses/498857796998152192,2014-08-11 15:45:41
60053,"LaGrange County, Indiana, United States",United States,Indiana,,-85.4216948,41.6372578,True,http://twitter.com/NWCH/statuses/497511634282496000,2014-08-07 22:36:31
60095,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/UMNPlantPath/statuses/495289139055431680,2014-08-01 19:25:07
60098,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/WIFarmBureau/statuses/495202191054209024,2014-08-01 13:39:37
60107,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/ajanegevens/statuses/494580693998243840,2014-07-30 20:30:00
60107,"Milwaukee County, Wisconsin, United States",United States,Wisconsin,,-87.58075461,43.0180325,True,http://twitter.com/ajanegevens/statuses/494580693998243840,2014-07-30 20:30:00
60116,"Long Island, New York, United States",United States,New York,,-73.09942581,40.85149705,True,http://twitter.com/CornellCALS/statuses/494143158901809152,2014-07-29 15:31:24
60123,"Long Island, New York, United States",United States,New York,,-73.09942581,40.85149705,True,http://twitter.com/spudpro/statuses/493928639176511492,2014-07-29 01:18:58
60130,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/PN_Produce/statuses/493760593233334272,2014-07-28 14:11:13
60137,"Long Island, New York, United States",United States,New York,,-73.09942581,40.85149705,True,http://twitter.com/rtutching/statuses/493443753483714560,2014-07-27 17:12:13
60167,"Grafton County, New Hampshire, United States",United States,New Hampshire,,-71.8742626,43.9702453,True,http://twitter.com/ethnobot/statuses/492298228814315520,2014-07-24 13:20:18
60178,"Leesburg, Loudoun County, Virginia, United States",United States,Virginia,Leesburg,-77.5645607,39.1154506,True,http://twitter.com/Plant_Doctor/statuses/491734676873416704,2014-07-23 00:00:57
60182,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/pma/statuses/491626054734192640,2014-07-22 16:49:20
60184,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/WIFarmStewards/statuses/491583130118012928,2014-07-22 13:58:46
60205,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/AmyCharkowski/statuses/490999543110971392,2014-07-20 23:19:48
60217,"Wisconsin, United States",United States,Wisconsin,,-89.6884637,44.4308975,False,http://twitter.com/ajanegevens/statuses/490197076379451392,2014-07-18 18:11:05
60217,"Portage County, Wisconsin, United States",United States,Wisconsin,,-89.5108818,44.4604931,True,http://twitter.com/ajanegevens/statuses/490197076379451392,2014-07-18 18:11:05
60273,"North Carolina, United States",United States,North Carolina,,-79.0392919,35.6729639,False,http://twitter.com/JeanineNCSU/statuses/487630248423735298,2014-07-11 16:11:25
60297,"Maine, United States",United States,Maine,,-68.8590201,45.709097,False,http://twitter.com/wnsxradio/statuses/487326452829138944,2014-07-10 20:04:15
60301,"Maine, United States",United States,Maine,,-68.8590201,45.709097,False,http://twitter.com/newsmaine/statuses/487312870644793344,2014-07-10 19:10:16
